C001-1182,Productos,2023-06-03,DOLARES,CONTADO,Generada,3.682,3.688,1182,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1181,Productos,2023-06-03,SOLES,CONTADO,Emitida,3.682,3.688,1181,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1180,Productos,2023-06-03,DOLARES,CONTADO,Emitida,3.843,3.848,1180,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1179,Productos,2023-06-02,DOLARES,CONTADO,Emitida,3.676,3.684,1179,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1178,Productos,2023-06-02,SOLES,CREDITO,Emitida,3.676,3.684,1178,1 DÍAS,15 DÍAS,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1177,Productos,2023-06-02,SOLES,CREDITO,Emitida,3.698,3.702,1177,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK DE 10 A 15 DIAS HABILES LA ENTREGA, PARA FABRICACION DE 15 A 20 DIAS HABILES",23-00808-SC,0,1,0
C001-1176,Productos,2023-06-02,SOLES,CREDITO,Emitida,3.649,3.659,1176,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK DE 10 A 15 DIAS HABILES LA ENTREGA, PARA FABRICACION DE 15 A 20 DIAS HABILES",23-00785-SC,0,1,0
C001-1175,Productos,2023-06-02,DOLARES,CONTADO,Emitida,3.676,3.684,1175,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1174,Productos,2023-06-02,DOLARES,CONTADO,Generada,3.676,3.684,1174,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1173,Productos,2023-06-01,SOLES,CONTADO,Emitida,3.676,3.684,1173,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1172,Productos,2023-05-31,DOLARES,CONTADO,Emitida,3.671,3.677,1172,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
